  0.0000000e+00 	 0 
  4.0000000e-04 	 4.8102e-05 
  8.0000000e-04 	 0.0015637 
  1.2000000e-03 	 0.0098772 
  1.6000000e-03 	 0.028585 
  2.0000000e-03 	 0.051633 
  2.4000000e-03 	 0.067029 
  2.8000000e-03 	 0.067404 
  3.2000000e-03 	 0.054805 
  3.6000000e-03 	 0.037315 
  4.0000000e-03 	 0.024202 
  4.4000000e-03 	 0.022936 
  4.8000000e-03 	 0.035934 
  5.2000000e-03 	 0.057641 
  5.6000000e-03 	 0.077183 
  6.0000000e-03 	 0.087361 
  6.4000000e-03 	 0.090411 
  6.8000000e-03 	 0.092006 
  7.2000000e-03 	 0.09077 
  7.6000000e-03 	 0.078124 
  8.0000000e-03 	 0.049202 
  8.4000000e-03 	 0.01097 
  8.8000000e-03 	 -0.021331 
  9.2000000e-03 	 -0.034533 
  9.6000000e-03 	 -0.026033 
  1.0000000e-02 	 -0.0053525 
  1.0400000e-02 	 0.012867 
  1.0800000e-02 	 0.019606 
  1.1200000e-02 	 0.015799 
  1.1600000e-02 	 0.0068731 
  1.2000000e-02 	 -0.0044099 
  1.2400000e-02 	 -0.018795 
  1.2800000e-02 	 -0.036606 
  1.3200000e-02 	 -0.05515 
  1.3600000e-02 	 -0.069961 
  1.4000000e-02 	 -0.077987 
  1.4400000e-02 	 -0.079518 
  1.4800000e-02 	 -0.076801 
  1.5200000e-02 	 -0.070521 
  1.5600000e-02 	 -0.059029 
  1.6000000e-02 	 -0.043036 
  1.6400000e-02 	 -0.029518 
  1.6800000e-02 	 -0.026765 
  1.7200000e-02 	 -0.034869 
  1.7600000e-02 	 -0.044566 
  1.8000000e-02 	 -0.047291 
  1.8400000e-02 	 -0.043682 
  1.8800000e-02 	 -0.039794 
  1.9200000e-02 	 -0.037372 
  1.9600000e-02 	 -0.031294 
  2.0000000e-02 	 -0.0153 
  2.0400000e-02 	 0.012967 
  2.0800000e-02 	 0.050859 
  2.1200000e-02 	 0.090121 
  2.1600000e-02 	 0.11786 
  2.2000000e-02 	 0.12293 
  2.2400000e-02 	 0.10409 
  2.2800000e-02 	 0.071451 
  2.3200000e-02 	 0.039926 
  2.3600000e-02 	 0.021996 
  2.4000000e-02 	 0.024383 
  2.4400000e-02 	 0.046133 
  2.4800000e-02 	 0.077177 
  2.5200000e-02 	 0.10215 
  2.5600000e-02 	 0.1103 
  2.6000000e-02 	 0.1027 
  2.6400000e-02 	 0.088569 
  2.6800000e-02 	 0.07498 
  2.7200000e-02 	 0.061696 
  2.7600000e-02 	 0.04594 
  2.8000000e-02 	 0.028984 
  2.8400000e-02 	 0.01513 
  2.8800000e-02 	 0.0061651 
  2.9200000e-02 	 0.00086379 
  2.9600000e-02 	 -0.00087536 
  3.0000000e-02 	 0.0020874 
  3.0400000e-02 	 0.0075765 
  3.0800000e-02 	 0.0093293 
  3.1200000e-02 	 0.0025349 
  3.1600000e-02 	 -0.011777 
  3.2000000e-02 	 -0.028074 
  3.2400000e-02 	 -0.040147 
  3.2800000e-02 	 -0.044647 
  3.3200000e-02 	 -0.043826 
  3.3600000e-02 	 -0.044641 
  3.4000000e-02 	 -0.052742 
  3.4400000e-02 	 -0.06709 
  3.4800000e-02 	 -0.081021 
  3.5200000e-02 	 -0.087444 
  3.5600000e-02 	 -0.082769 
  3.6000000e-02 	 -0.068341 
  3.6400000e-02 	 -0.049671 
  3.6800000e-02 	 -0.032968 
  3.7200000e-02 	 -0.021789 
  3.7600000e-02 	 -0.017732 
  3.8000000e-02 	 -0.022404 
  3.8400000e-02 	 -0.03523 
  3.8800000e-02 	 -0.049893 
  3.9200000e-02 	 -0.057609 
  3.9600000e-02 	 -0.056323 
  4.0000000e-02 	 -0.05376 
  4.0400000e-02 	 -0.058313 
  4.0800000e-02 	 -0.068051 
  4.1200000e-02 	 -0.071452 
  4.1600000e-02 	 -0.059307 
  4.2000000e-02 	 -0.034737 
  4.2400000e-02 	 -0.01195 
  4.2800000e-02 	 -0.0055675 
  4.3200000e-02 	 -0.019467 
  4.3600000e-02 	 -0.044422 
  4.4000000e-02 	 -0.066414 
  4.4400000e-02 	 -0.077701 
  4.4800000e-02 	 -0.080261 
  4.5200000e-02 	 -0.079793 
  4.5600000e-02 	 -0.078517 
  4.6000000e-02 	 -0.074213 
  4.6400000e-02 	 -0.064683 
  4.6800000e-02 	 -0.052 
  4.7200000e-02 	 -0.042437 
  4.7600000e-02 	 -0.04164 
  4.8000000e-02 	 -0.049091 
  4.8400000e-02 	 -0.058651 
  4.8800000e-02 	 -0.064754 
  4.9200000e-02 	 -0.065812 
  4.9600000e-02 	 -0.062298 
  5.0000000e-02 	 -0.055277 
  5.0400000e-02 	 -0.047768 
  5.0800000e-02 	 -0.044561 
  5.1200000e-02 	 -0.0483 
  5.1600000e-02 	 -0.056641 
  5.2000000e-02 	 -0.063727 
  5.2400000e-02 	 -0.063154 
  5.2800000e-02 	 -0.051094 
  5.3200000e-02 	 -0.030292 
  5.3600000e-02 	 -0.010847 
  5.4000000e-02 	 -0.003769 
  5.4400000e-02 	 -0.012031 
  5.4800000e-02 	 -0.028034 
  5.5200000e-02 	 -0.040187 
  5.5600000e-02 	 -0.042252 
  5.6000000e-02 	 -0.036077 
  5.6400000e-02 	 -0.026066 
  5.6800000e-02 	 -0.013469 
  5.7200000e-02 	 0.0028319 
  5.7600000e-02 	 0.021751 
  5.8000000e-02 	 0.038892 
  5.8400000e-02 	 0.050455 
  5.8800000e-02 	 0.056084 
  5.9200000e-02 	 0.056837 
  5.9600000e-02 	 0.052535 
  6.0000000e-02 	 0.042676 
  6.0400000e-02 	 0.028733 
  6.0800000e-02 	 0.014536 
  6.1200000e-02 	 0.005112 
  6.1600000e-02 	 0.0055794 
  6.2000000e-02 	 0.018884 
  6.2400000e-02 	 0.041317 
  6.2800000e-02 	 0.061093 
  6.3200000e-02 	 0.065689 
  6.3600000e-02 	 0.052568 
  6.4000000e-02 	 0.031548 
